Type,Debt,Introduce Date,Introduce Author,Introduce Comment,Remove Date,Remove Author,Remove Comment,Introduce ID,Remove ID
DESIGN,"// index for the item // this could probably be more efficient, bailing out on assigning args past the end?",2007-09-30,Charles Oliver Nutter,"Many fixes to compiler to allow methods that previously did not compile to compile successfully. A total rewrite of method argument processing so all scenarios work (including def foo(a = (b = true; 1)) sorts of situations). Move common variable-compilation code to an abstract base. Fix DefaultMethod to jit methods without bodies appropriately, and make methods without bodies or opt args totally free of frame and scope costs. Fix the quicksort test so it doesn't take 15 minutes to parse.",2007-09-30,Charles Oliver Nutter,"Many fixes to compiler to allow methods that previously did not compile to compile successfully. A total rewrite of method argument processing so all scenarios work (including def foo(a = (b = true; 1)) sorts of situations). Move common variable-compilation code to an abstract base. Fix DefaultMethod to jit methods without bodies appropriately, and make methods without bodies or opt args totally free of frame and scope costs. Fix the quicksort test so it doesn't take 15 minutes to parse.",98064f183665b3698d30abf0d31b603da7893d29,98064f183665b3698d30abf0d31b603da7893d29
DESIGN,"// SSS FIXME: Receiver -- this is the class meta object basically? // Operand receiver = build(defsNode.getReceiverNode(), s);",2009-06-19,Subramanya Sastry,- More nodes translated; some nodes fixed up; added Regexp,2009-12-18,Subramanya Sastry,- More cleanup of scoping and removing old crud from when I didn't understand some of the scoping semantics properly; Added a metaclass object to encapsulate construction of the metaclass and keep some code clean.  All of this will need couple more passes and some more fixup.,52d2b6c7bc8073bb772a593e61d6877eb519b880,a9819ccf07d7091f3b402502b00a93261d18eed7
DESIGN,// SSS FIXME: 1. Is the ordering correct? (poll before next),2009-06-27,Subramanya Sastry,- Added IR_Loop; implemented loop stack in IR_Scope; translated while and converted break & next to jumps for non-closure cases,2010-09-13,Thomas E. Enebo,Damn...I keep removing this on a merge?,955209fba77336e0f9bd5b31b39a44acd5f4a785,8dff5b2a57d0880cd1d7d23b96aa1ff3dc47467c
DESIGN,// TODO: Only setAccessible to account for pattern found by // accessing constants included from a non-public interface. // (aka java.util.zip.ZipConstants being implemented by many // classes),2004-10-11,Thomas Enebo,Temporary hack for non-public interface classes to be accessible (see TODO comment next to hack for more info),2015-03-13,kares,align JavaField's value/static_value conversions and return values + test functionality,e40beaae6e6a1503c01e49f17ec4eea41bfc98c7,1337fbecc3b4506e851e9b32c3013eca9c153204
DESIGN,/* FIXME: lose syntactical elements here (and others like this)*/,2008-11-22,Thomas Enebo,Biggest commit eva (1.9 parser+1.9-runtime-related-changes landing),2013-11-04,Thomas E. Enebo,Minimum to remove 1.9 parser,bf8db0bc4acaeed7900b867e821e959f254be0be,bdd0b37b4324dd9f97c1041914373e14bec107bb
REQUIREMENT,"// TODO: port exact behavior from MRI, and move most locking logic into ChannelDescriptor // TODO: for all LOCK_NB cases, return false if they would block",2008-02-25,Charles Oliver Nutter,"Various fixes to the ""null channel"" for JRUBY-2159. Tests coming from me or Vladimir.",2014-05-19,Charles Oliver Nutter,"Working through more logic... sysopen, seek, reopen, init_copy.",6967d56b0e28dfcd94697db83df494cfd8c6fa7e,78f196d80559e5927c24ce8cf146330399f6f039
REQUIREMENT,"// TODO: Ruby truncates string to specific size here, but our bytelist should handle this already?",2008-02-05,Charles Oliver Nutter,"Merging the new IO implementation to trunk to give it appropriate burn-in time. Give it a go, friends!",2010-10-23,Charles Oliver Nutter,Move fields and deprecated methods to bottom of RubyIO.java.,66b024fedbb2ee32316ccd9de8387931d07993ec,589320765488a78747b06c1ebd667b1184d47483
DEFECT,"// TODO: This is an freopen in MRI, this is close, but not quite the same",2008-01-22,Charles Oliver Nutter,"I have seen the promised land. Refactored all IO into a single IO handler based on the new ""DescriptorLike"" abstraction (name pending a highly likely change). There's still some branching in the IOHandler methods for files versus non-file streams to clean up, but it's at least all in one place. Had to disable one regressed test for a -1/255 byte in a pipe, but otherwise everything is passing. and Rails tarts up and even prints color logging to the console now, something it's never done before. go figure.",2014-05-19,Charles Oliver Nutter,"Working through more logic... sysopen, seek, reopen, init_copy.",73f7a906d330bd84ec3d5c2350a05b0e9523769c,78f196d80559e5927c24ce8cf146330399f6f039
DESIGN,// TODO: Generalize this type-checking code into IRubyObject helper.,2005-11-13,Thomas Enebo,Add Module.extended Type check without crash on Object.type_of? Type check Object.extend arguments,2011-01-20,Charles Oliver Nutter,Fix JRUBY-4871: [1.9] Attempt to invoke any method on Delegator leads to ClassCastException,a679fc6a62c31df6b5b1bae3b12d0735c964ee72,6eb8df5bd511405c8f7e465ec7e24d1223880508
DESIGN,"// FIXME: this really ought to be in clinit, but it doesn't matter much",2007-09-21,Charles Oliver Nutter,Removing the overhead of constructing ISourcePosition objects for every line in the compiler; I moved construction to be a one-time <clinit> cost and perf numbers went back to where they were before.,2010-01-12,Charles Oliver Nutter,Reduce bytecode size by packing all basic cache initialization into a descriptor string that's parsed on load.,362877f03225371f08bdb47a4d1bdc589fd5aca8,3849128d6ab797ecef79db8786ac8bcea11fbbf3
DEFECT,// We are in eval with binding break out early // FIXME: This is broken with the new backtrace stuff,2007-04-12,Thomas Enebo,Mark frames as binding frames versus maintain a stack (merging safe stuff from my sandbox),2007-04-12,Thomas Enebo,Mark frames as binding frames versus maintain a stack (merging safe stuff from my sandbox),230c86e278a356d3ddfbf778b24f9b9b2357e41e,230c86e278a356d3ddfbf778b24f9b9b2357e41e
DEFECT,// TODO: don't require pop,2008-12-29,Charles Oliver Nutter,"Finally some peephole optz! Propagate an 'expr' flag through compilation to know whether the product of a given subexpression is actually needed. Allows trivial removal of useless code like unused immediates, lvar, dvar, ivar, and gvar lookups. Also will allow optimizing away the array return value from an masgn, which should improve its performance substantially.",2014-09-17,Charles Oliver Nutter,Rip out the guts! Removing many non-9k runtime classes.,9fd65ed7385f45ab078e28e41c58813e3c845601,ed54aab184bed0dc9dbaaf90b357c8f793c33696
REQUIREMENT,// TODO support multiple signers,2010-06-25,Sebastian Bazley,"Bug 38387  - Add SMIME Assertion Initial checkin, with minor adjustments",NULL,NULL,NULL,3c22fb1066a90cc79e4625618d2d5a70ce3ef6f4,NULL
DESIGN,// TODO should this throw an error?,2005-07-12,Michael Stover,Formatting Code to basic Java Standard,NULL,NULL,NULL,76159a5b953d9dc5518b2ccb03bfbc1c4908837d,NULL
DEFECT,//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length,2006-06-08,Davanum Srinivas,Fix for Bug 39729 - Replace URLConnection with Commons HTTPClient in SOAP/XML-RPC sampler,NULL,NULL,NULL,f8f97220f14a5604e7b4759a9677041105752310,NULL
DESIGN,// Slight hack - we need to ensure the TestClass is not reset by the previous call,2012-01-17,Sebastian Bazley,Bug 52466 - Upgrade Test Plan feature : NameUpdater does not upgrade properties,NULL,NULL,NULL,d642aa92ea89f5646d5c94d8d01b0525ede3e090,NULL
DESIGN,"// Get the content length, it tells us how much data to read // TODO : Maybe support chunked encoding, then we cannot rely on content length",2007-10-14,Alf Hoegemark,"Put start and stop buttons in more visible place for HTTP Mirror Server. Add unit test for http sampler against http mirror server, to expose bug fixed in 584508. Also add description of changes for changelist 584508 in changes.xml",NULL,NULL,NULL,6f88dca5221f5b185ed09be70aec76bc9e400e00,NULL
REQUIREMENT,// FIXME: don't use RubyIO for this,2008-02-05,Charles Oliver Nutter,"Merging the new IO implementation to trunk to give it appropriate burn-in time. Give it a go, friends!",NULL,NULL,NULL,66b024fedbb2ee32316ccd9de8387931d07993ec,NULL
DESIGN,// TODO: Determine whether we should perhaps store non-singleton class // in the implementationClass,2008-02-08,Charles Oliver Nutter,"Add a ""jruby.compile.fastest"" that sets all experimental settings and make frameless be really frameless. For demonstrating future performance potential.",NULL,NULL,NULL,1afde653a85a1099147050e52130d72b57f0887a,NULL
DESIGN,"// upper-case package name // TODO: top-level upper-case package was supported in the previous (Ruby-based) // implementation, so leaving as is.  see note at #getProxyOrPackageUnderPackage // re: future approach below the top-level.",2008-02-13,Bill Dortch,"Applying Vladimir's fix for JRUBY-2106 to a couple of other spots (top-level Java package references, as in Java::boom or Java::Boom).  Regression tests included.",NULL,NULL,NULL,5fcc77227127a71f6c4215152b6be8e6469a6589,NULL
DESIGN,// We always prepend an org.jruby.proxy package to the beginning // because java and javax packages are protected and signed // jars prevent us generating new classes with those package // names. See JRUBY-2439.,2008-07-03,Charles Oliver Nutter,"Add a prefix to all Ruby subclasses of other libraries' classes, to work around security restrictions about creating new classes in possibly secured packages. JRUBY-2439.",NULL,NULL,NULL,b6cf6a1475ce98f4609c5269776cab9fa95d96e9,NULL
DESIGN,// TODO - should we skip processing here?,2011-01-07,Sebastian Bazley,"All BeansShell test elements now have the script variables ""prev"" and ""Label"" defined.",NULL,NULL,NULL,c7f390d778061e0bd2040c1951dd2fb0e9fc0a41,NULL
DESIGN,"// TODO: should probably apply the null object pattern for a // non-allowed class, rather than null",2008-03-06,MenTaLguY,gracefully chain non-allowing of classes,NULL,NULL,NULL,a0bded3d0b73cafb29fbe13cd80a48f6644bc08d,NULL
DEFECT,// TODO: full-precision remainder is 1000x slower than MRI!,2008-04-30,Vladimir Sizikov,"Implemented Bigdecimal#remaindeer and fixed many more rubyspec failures for BigDecimal: modulo, %, remainder, comparison.",NULL,NULL,NULL,800eccf0cf3462fb75efd1d653a2c1eaae239509,NULL
DESIGN,// TODO: Should frozen error have its own distinct class?  If not should more share?,2005-09-06,Charles Oliver Nutter,merging exception-removal changes to HEAD; EvaluateVisitor changes left on branch for now,NULL,NULL,NULL,36ec84bb4bc5dbd391c6ddb676b2faeb380f0539,NULL
DESIGN,// FIXME: Obvious issue that not all platforms can display all attributes.  Ugly hacks. // Using generic posix library makes pushing inspect behavior into specific system impls // rather painful.,2007-12-09,Thomas Enebo,"JRUBY-1516: FileTest#chardev? is not currently implemented. JRUBY-15: Implement File::Stat.ino and File::Stat.dev JRUBY-1438: Create JNA-based implementations of fstat/lstat JRUBY-1580: Pathname#unlink complains ""<file> is not a directory"" JRUBY-1433: File::Stat.uid needed for rubyzip",NULL,NULL,NULL,e4b20bafd8ec5e0b80afde2804b5a254ddcb14c4,NULL
DESIGN,// TODO: This version differs from ioctl by checking whether fcntl exists // and raising notimplemented if it doesn't; perhaps no difference for us?,2008-02-05,Charles Oliver Nutter,"Merging the new IO implementation to trunk to give it appropriate burn-in time. Give it a go, friends!",NULL,NULL,NULL,66b024fedbb2ee32316ccd9de8387931d07993ec,NULL
DEFECT,// FIXME: This is causing a verification error for some reason //nilClass.dispatcher = callbackFactory.createDispatcher(nilClass);,2007-10-10,Charles Oliver Nutter,"Migrated NKF, Nil, NameError, and NoMethodError to annotation bindings",NULL,NULL,NULL,8cce9fe1101716b31e810e1cbb40c79970af00c3,NULL
DESIGN,// FIXME: There's some code duplication here with RubyObject#inspect,2007-04-11,Charles Oliver Nutter,Fixes and tests for JRUBY-797: add status to Thread#inspect output,NULL,NULL,NULL,bac527520dba77f72267af3e546886c8cbd671d7,NULL
REQUIREMENT,"//TODO: implement, won't do this now",2008-02-05,Ola Bini,"Fix for JRUBY-2061, implement UNIXSockets using JNA. Also fix some Errno problems",NULL,NULL,NULL,c090a3211fb860057412a4ec684c7fede88405dd,NULL
DEFECT,"/**
     * Get value from current scope or one of its captured scopes.
     * 
     * FIXME: block variables are not getting primed to nil so we need to null check those
     *  until we prime them properly.  Also add assert back in.
     * 
     * @param offset zero-indexed value that represents where variable lives
     * @param depth how many captured scopes down this variable should be set
     * @return the value here
     */",2007-11-24,Charles Oliver Nutter,Added no-var and two-var versions of DynamicScope.,NULL,NULL,NULL,d237a30fee4b2a8b2a34303eea80583c8a8872fd,NULL
TEST,"// The property is an id's thing -- either a property // or a path.  We need to make sure // that the object was created with the given id. // We don't have an adequate way of testing the actual // *value* of the Path object, though...",2002-11-05,Stefan Bodewig,"Enhancements for <xmlproperty>: you can now expand ${properties}, define ids or paths and use Ant's location magic for filename resolutions in the XML file.",NULL,NULL,NULL,524a7831a7c83f78afd325bb3b7917ff73b196cf,NULL
DESIGN,"// We just set the prefix for this fileset, and pass it up. // Do we need to do this? LH",2001-04-03,Peter Donald,Added Ear task,NULL,NULL,NULL,950bfd5cf06a30f61b42850b7ddc8efbdb9af83a,NULL
DESIGN,// XXX could perhaps also call thread.stop(); not sure if anyone cares,2005-03-29,Jesse N. Glick,"#32941: do not try to catch ThreadDeath when <java fork=""false""> is halted.",NULL,NULL,NULL,5aeca1e0e3b1c76c1de38afaf2e6d0f5cc2f5648,NULL
DESIGN,//silly hack to avoid stack overflow...,2005-12-27,Matthew Jason Benson,added the onmissingfiltersfile attribute to filterset. Bugzilla report 19845.,NULL,NULL,NULL,3fb7be5f43e19fb66624871fb4ad757583498585,NULL
DESIGN,// TODO is this correct?,2011-11-20,Philippe Mouawad,Bug 43294 - XPath Extractor namespace problems First part: Put in XPathUtil everything related to XPath computations,NULL,NULL,NULL,c3ba77727c74fda1179a9e023b3a842ef6a0c026,NULL
DESIGN,// This is the old way and is deprecated - classespath is // the right way to do this and is above,2003-04-02,Stefan Bodewig,Add <classespath> nested element to mirror <sourcespath> but point to compiled classes.,NULL,NULL,NULL,9c51b355f7e7c16c5466e43b59019cad49a1fe56,NULL
DESIGN,"// This is the new, better way - use classespath instead // of sourcespath.  The code is currently the same - you // need class files in a directory to use this or jar files.",2003-04-02,Stefan Bodewig,Add <classespath> nested element to mirror <sourcespath> but point to compiled classes.,NULL,NULL,NULL,9c51b355f7e7c16c5466e43b59019cad49a1fe56,NULL
DEFECT,// the generated classes must not be added in the generic JAR! // is that buggy on old JOnAS (2.4) ??,2002-06-22,Magesh Umasankar,Merge changes made to 1.5 Beta2.,NULL,NULL,NULL,6bd8d6e938a45868902ecd1092858e8372933c7c,NULL
DESIGN,// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...,2004-07-12,Jan Materne,No more -lib needed.,NULL,NULL,NULL,04d73d1565c80ff40c14bc85d51f172a272eb65c,NULL
DESIGN,// Don't allow override of Content-Length // This helps with SoapSampler hack too // TODO - what other headers are not allowed?,2010-11-30,Sebastian Bazley,Add HTTP implementations for use by HTTPSamplerProxy,NULL,NULL,NULL,803af3bd7a0e13eb49746cd2a1b606e5451c98e4,NULL
DESIGN,// hack to skip processing,2013-08-29,Sebastian Bazley,Proxy generates empty http:/ entries when recording Bugzilla Id: 55502,NULL,NULL,NULL,3a6491ae40529ee339344e721d0c98589795dda0,NULL
REQUIREMENT,"// Set the overall status for the transaction sample // TODO: improve, e.g. by adding counts to the SampleResult class",2007-05-26,Sebastian Bazley,Bug 41913 - TransactionController now creates samples as sub-samples of the transaction,NULL,NULL,NULL,cf1c0dc659d92dd463f89e198130ee22ff5c3f60,NULL
DEFECT,// todo: is this comment still relevant ?? // FIXME: need to use a SAXSource as the source for the transform // so we can plug in our own entity resolver,2002-07-11,Stephane Bailliez,"Allow to specify a given factory implementation for the transformer (xsltc, xalan, saxon...) and to specify processor specific settings.",NULL,NULL,NULL,1e8307708de490453db28c89f777eb4a9c08767b,NULL
REQUIREMENT,// not yet handled,2007-04-15,Sebastian Bazley,Bug 42088 - Add XPath Assertion for booleans,NULL,NULL,NULL,0b6184710bcb4d7c86f6eb6f89d904cbdda7f060,NULL
DESIGN,"// we're depending on the side effect of the load, which loads the class but does not turn it into a script // I don't like it, but until we restructure the code a bit more, we'll need to quietly let it by here.",2008-12-18,Charles Oliver Nutter,Enhancement for JRUBY-3248: jruby can't load file produced with jrubyc,NULL,NULL,NULL,3809576cfe26f4a75a73f5b08c0fa1a1e55afc11,NULL
DESIGN,"// if we get here, we found a matching method, use it // TODO: choose narrowest method by continuing to search",2008-03-10,Charles Oliver Nutter,"Add in another large bulk of the type-inferred compiler, along with some test updates and enhancements to bytecode lib and Java integration.",NULL,NULL,NULL,05c37a91a92d33f3e056e129a1ef7f3280f52954,NULL
DESIGN,// super.validateAttributes(); // don't want to call this method,2002-03-30,Erik Hatcher,Patch to enable JOnAS for <serverdeploy> (PR 7633).  Supplied by Cyrille Morvan.,NULL,NULL,NULL,8abcb93e2088da042ee887a10dd77879625db43a,NULL
DESIGN,// FIXME: Don't allow multiple threads to do this at once,2006-03-20,Charles Oliver Nutter,"adding runtime-wide ""current directory"" support to escape using the user.dir property modified mkdir to use mkdirs for full path dir creation modified chdir with a block to 'finally' reset current dir back as before",NULL,NULL,NULL,b1ad82f336ec2fcdb8f70b86c2e7f267a9af35b2,NULL
TEST,// ?R  | boolean | True if file is readable by the real uid/gid of the caller // FIXME: Need to implement an readable_real_p in FileTest,2007-12-09,Thomas Enebo,"JRUBY-1516: FileTest#chardev? is not currently implemented. JRUBY-15: Implement File::Stat.ino and File::Stat.dev JRUBY-1438: Create JNA-based implementations of fstat/lstat JRUBY-1580: Pathname#unlink complains ""<file> is not a directory"" JRUBY-1433: File::Stat.uid needed for rubyzip",NULL,NULL,NULL,e4b20bafd8ec5e0b80afde2804b5a254ddcb14c4,NULL
TEST,"// doesn't work: Depending on the compression engine used, // compressed bytes may differ. False errors would be // reported. // assertTrue(""File content mismatch"", // FILE_UTILS.contentEquals(project.resolveFile(""expected/asf-logo-huge.tar.bz2""), // project.resolveFile(""asf-logo-huge.tar.bz2"")));",2005-04-14,Stefan Bodewig,Major speed improvements on BZip2 streams.,NULL,NULL,NULL,134d95afef9b42cf08f2eccb077b97525ac38034,NULL
DESIGN,//XXX // All this to convert source to destination directory according // to weblogic standards Can be written better... this is too hacky!,2000-09-12,Conor MacNeill,Task to perform JSP compiles using Weblogic's JSPC compiler.,NULL,NULL,NULL,6c26371a0ea6decd9070cd8775f069ee291a6bf1,NULL
DESIGN,"//XXX // All this to get package according to weblogic standards // Can be written better... this is too hacky! // Careful.. similar code in scanDir , but slightly different!!",2000-09-12,Conor MacNeill,Task to perform JSP compiles using Weblogic's JSPC compiler.,NULL,NULL,NULL,6c26371a0ea6decd9070cd8775f069ee291a6bf1,NULL
DESIGN,// Not used,2011-12-14,Sebastian Bazley,Standardise logging; move unused testEnded() method to parent,NULL,NULL,NULL,e2c299553529e87f979527f0c9a61dbe479e6974,NULL
DESIGN,"// TODO: Should the method signature of this method be changed to // match the super-implementation (using a TestElement parameter // instead of AbstractListenerElement)? This would require an // instanceof check before adding the listener (below), but would // also make the behavior a bit more obvious for sub-classes -- the // Java rules dealing with this situation aren't always intuitive, // and a subclass may think it is calling this version of the method // when it is really calling the superclass version instead.",2003-05-10,Jeremy Arnold,Reformatted to conform with JMeter (Turbine) conventions. Updated JavaDoc. Made a minor change to how the FilePanel in AbstractVisualizer is configured -- now the errorLoggingCheckbox is added during instantiation instead of in the call to getFilePanel.  This ensures that the checkbox will only be added once even if getFilePanel is called multiple times.,NULL,NULL,NULL,eae897d311604bce793e49a306f303cc5b4e045d,NULL
REQUIREMENT,// TODO: deal with varargs,2008-08-08,Charles Oliver Nutter,"More ""new JI"" class moves: all new Invoker classes to org.jruby.java.invokers",2009-12-28,Charles Oliver Nutter,"Varargs support for method dispatch! Should fix JRUBY-195, but I don't like the impl much so far. Needs additional cleanup.",cccee6a71b44aceff3680d5970584f676ba0118e,af31aebf97bc3a976b30b84b49bde9c4df1609b2
DESIGN,// there's a convenient xsltc class version but data are // private so use package information,2004-06-25,Stefan Bodewig,Make <junitreport> work with JDK 1.5.,2010-02-18,Jesse N. Glick,Removing ant-trax.jar and folding TraXLiaison into ant-nodeps.jar.,d891e90f617556a2f4694ce5878912a92a884c19,69eba07e72da7b69d2ef95717c1e91d7b9b75b00
DEFECT,// TODO: don't require pop,2009-01-13,Charles Oliver Nutter,Move logic for a bare argspush compile into 1.9 compiler (since it can only happen in 1.9) and fix the logic to work correctly (was never encountered before in 1.8 mode).,2013-10-30,Charles Oliver Nutter,Remove ASTCompiler19 and collapse logic into ASTCompiler.,d68747263357663bc0aef2df0383525cf2c490ff,4e87bc6e153a433032d8e6b91067cae715ab9591
DESIGN,/* Workaround for JRUBY-2326 (MRI does not enter this production for some reason)*/,2009-02-23,Thomas Enebo,JRUBY-2326: Invalid cast during parsing of recursive.rb in facelets-2.3.0 (org.jruby.ast.YieldNode cannot be cast to org.jruby.ast.BlockAcceptingNode),2013-11-02,Thomas E. Enebo,minimal work to remove 1.8 parser,ae2975a6ec9153882bd3efe789fa274e0ed1b6ff,db61864d6a1c049b8bdb3cfcb8240b76e708a73c
DESIGN,// FIXME: We should be getting this from the runtime rather than assume none? //return runtime.getEncodingService().getEncoding(runtime.getDefaultExternalEncoding());,2009-03-26,Thomas Enebo,__ENCODING__ returns an encoding,2010-12-09,Thomas E. Enebo,Initial stab at magic comments...bleh,8981241985a2b828b17f0d7c2202c6e05e2335aa,52192272b2f4afbc7bae4b6ab4c81eb24a098c8e
REQUIREMENT,"// TODO: turn off readable? am I reading this right? // This only seems to be used while duping below, since modes gets // reset to actual modes afterward //fptr->mode &= (m & FMODE_READABLE) ? ~FMODE_READABLE : ~FMODE_WRITABLE;",2008-01-21,Charles Oliver Nutter,"Based on some studying of C source for IO#initialize_copy and IO#reopen (for an fd) this commit tries to modify our logic to more closely map to Ruby's. Major missing pieces include: - Ruby's separate handling of an OpenFile struct, FILE* struct, and file descriptor, which map roughly to RubyIO.OpenFile (new in this commit), IOHandler, and Channel - Flushing logic for incoming and current streams - Construction of new IOHandlers to wrap existing channels What's largely missing from all this logic, and what would fill in the remaining pieces, would be a way for us to clone Channels in the same way Ruby can dup or dup2 file descriptors. This missing piece means we can't easily avoid closing channels still in use and can't manage channel position in two separate places.",2014-05-19,Charles Oliver Nutter,"Working through more logic... sysopen, seek, reopen, init_copy.",892787ae3c41a7c4f2612ad61fa8c61b6191239e,78f196d80559e5927c24ce8cf146330399f6f039
DESIGN,// this seems unlikely to happen unless it's a totally bogus fileno // ...so do we even need to bother trying to create one?,2008-01-18,Charles Oliver Nutter,"Phase 2 of the big IO refactoring. Most IOHandler impls have been deleted. Only NIO-based handlers remain, using Channels.newChannel where only streams are available. Had to temporarily disable a test in higher_javasupport for unknown reasons.",2014-08-12,Charles Oliver Nutter,Eliminate remnants of old IO backend and localize fileno map.,64ff47702bc6289f336044111170da99b7b5e896,a6f20b63a56aff2e1bce74f89078234bc4c34446
DESIGN,// TODO: set our metaclass to target's class (i.e. scary!),2008-01-21,Charles Oliver Nutter,Fix for NullWritableChannel (used for /dev/null and friends): it wasn't advancing position while pretending to write.,2014-05-19,Charles Oliver Nutter,"Working through more logic... sysopen, seek, reopen, init_copy.",747826655f41afe31943b547fcf7a004ad5b09e3,78f196d80559e5927c24ce8cf146330399f6f039
DESIGN,// TODO: handle writing into original buffer better,2008-02-05,Charles Oliver Nutter,"Merging the new IO implementation to trunk to give it appropriate burn-in time. Give it a go, friends!",2014-05-13,Charles Oliver Nutter,"Wire up static IO.read logic, eliminate old read logic, cleanup.",66b024fedbb2ee32316ccd9de8387931d07993ec,78b66c2c8049bb874e9620ae6b17d8f04b5f3d25
REQUIREMENT,// REMIND: convert arg list Vectors here?,2008-12-08,Sebastian Bazley,Workround for BSF-22,NULL,NULL,NULL,1d5cd05fbb637d49f6efcbf7bed579ef864c160c,NULL
DESIGN,"// TODO: does it matter that an empty line will terminate the loop? // CSV output files should never contain empty lines, so probably // not // If so, then need to check whether the reader is at EOF",2009-02-03,Sebastian Bazley,"Bug 46491 - Incorrect value for the last variable in ""CSV Data Set Config"" (error in processing quoted strings)",NULL,NULL,NULL,bb1dc0669c1b0d613014bf4017612f43779fa319,NULL
DOCUMENTATION,// TODO Can't see anything in SPEC,2012-07-14,Philippe Mouawad,"Bug 53522 - Cache Manager should not store at all response with header ""no-cache"" and store other types of Cache-Control having max-age value IF Last-Modified or Date are missing or invalid, set expiration date to one year in future Bugzilla Id: 53522",NULL,NULL,NULL,964ad2cae364cdb9f1e3ca63522ce989be8476eb,NULL
DESIGN,// TODO should level be more than debug ?,2012-09-04,Philippe Mouawad,Cascade exceptions Add logging of silent exceptions,NULL,NULL,NULL,bf48c3dd01ba2412fbb7513cb271fdc5c8b11f31,NULL
DESIGN,"/**
     * Provide a description of this timer class.
     *
     * TODO: Is this ever used? I can't remember where. Remove if it isn't --
     * TODO: or obtain text from bean's displayName or shortDescription.
     *
     * @return the description of this timer class.
     */",2003-01-10,Scott Eade,Allows the delay value for timers to be set using variables.  This provides a convenient way of altering the value of several timers in one go.,NULL,NULL,NULL,edcc23ac02742442275f8dafa98cb99b891aa3ea,NULL
DESIGN,// TODO should errors be thrown back through RMI?,2011-12-14,Sebastian Bazley,Added DiskStore remote sample sender,NULL,NULL,NULL,dd98cc1d00a22c4d54bc390d413f01b6e4f450ca,NULL
DESIGN,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:",2004-02-05,Jordi Salvat i Alabart,Warn user when a property value he entered is not accepted.,NULL,NULL,NULL,e2d97b33a65788cfbe119ad0e272212bd78291f8,NULL
DESIGN,// TODO - why use space?,2008-01-03,Sebastian Bazley,Ensure that: * ${functionName()} is treated the same as ${functionName} * call setParameters() even if parameter list is omitted (see Bug 44142),NULL,NULL,NULL,89b8e1519c1816182c8ea28c85aa03c0cc891a11,NULL
DESIGN,// TODO: This method doesn't appear to be used.,2003-05-12,Jeremy Arnold,"Reformatted to conform with JMeter (Turbine) conventions. Updated JavaDoc. Changed a few fields to be private instead of protected/package. Improved layout code in MainFrame. Additional cleanup in MainFrame -- removed some unnecessary fields, and did a little bit of refactoring. A bit of additional cleanup in other classes as well -- shouldn't have changed the behavior of any classes.",NULL,NULL,NULL,2502b32076d53c8d127fd81c39238e7a543f3e2b,NULL
DESIGN,//TODO replace with proper Exception,2006-03-12,Sebastian Bazley,Replace generic Exception with specific one,NULL,NULL,NULL,11106b7790c1a82b1648ddf7e5aaf3bafbf71c20,NULL
DESIGN,// TODO should we allow mimetype only?,2008-05-08,Sebastian Bazley,Bug 19128 - Added multiple file POST support to HTTP Samplers,NULL,NULL,NULL,0431342fc6b55cae74fc4b3121cae06650f31658,NULL
DESIGN,"//            // Set the content type TODO - needed? //            String multiPartContentType = multiPart.getContentType().getValue(); //            post.setHeader(HEADER_CONTENT_TYPE, multiPartContentType);",2010-11-30,Sebastian Bazley,Add HTTP implementations for use by HTTPSamplerProxy,NULL,NULL,NULL,803af3bd7a0e13eb49746cd2a1b606e5451c98e4,NULL
DESIGN,// May be replaced later,2010-12-10,Sebastian Bazley,Getting closer; cookies now work. Still no PUT or POST.,NULL,NULL,NULL,bdf15c03a4fb1ea90f5a744739bed621f9f1ff0e,NULL
DESIGN,// TODO can this happen?,2010-07-07,Sebastian Bazley,"Bug 49560 - wrong ""size in bytes"" when following redirections",NULL,NULL,NULL,7459ffa07629f7ff61cf5a0beb2c814ccc5f257b,NULL
DESIGN,// HACK,2011-04-11,Sebastian Bazley,Add metrics to get header and body sizes,NULL,NULL,NULL,066dc561ca9e4b5a63ba2ac9c0159e1ba0fd9020,NULL
REQUIREMENT,"// It is chunked transfer encoding, which we do not really support yet. // So we just read without blocking, because we do not know when to // stop reading, so we cannot block // TODO propery implement support for chunked transfer, i.e. to // know when we have read the whole request, and therefore allow // the reading to block",2007-10-14,Alf Hoegemark,"Do not use Reader and Writer classes for writing response, because it will use the default content encoding of the JRE, causing the reply from the mirror to not be an exact copy of the incoming request. Therefore, rather use InputStream and OutputStream.",NULL,NULL,NULL,f88f44b54f49f9968cd40559ec3a1aaba6bc4ad0,NULL
DESIGN,//$NON-NLS-1$ // TODO - probably wrong,2010-05-05,Sebastian Bazley,JMSConfigGui has been renamed as JMSSamplerGui.,NULL,NULL,NULL,c198afb369151ff2ccf16e6fbed3f6c669a789e7,NULL
DESIGN,"// TODO this bit of code needs to be tidied up // Unfortunately ModuleController is in components, not core // Bug 47165",2009-05-08,Sebastian Bazley,Can't reference ModuleController (component) directly from core,NULL,NULL,NULL,37bd624bd7608cf85d8ad320b96dab7c318ba166,NULL
