Type,Debt,Introduce Date,Introduce Author,Introduce Comment,Remove Date,Remove Author,Remove Comment,Introduce ID,Remove ID
DESIGN,// TODO isRuntimeVisible,2015-05-28,Mark Thomas,Merge BCEL changes from r1614166 to r1682271 The changes consist of: - code clean-up - Javadoc tweaks - some renaming There are no functional changes,NULL,NULL,NULL,a341250d563c3009f093aeb58a30475742393bf9,NULL
DESIGN,// Unused class index // Unused method index,2014-09-10,Mark Emlyn David Thomas,Remove unused code (EnclosingMethod),2014-09-11,Konstantin Kolinko,Add helper method Utility.skipFully() (named after DataInput.readFully()) and use it to skip bytes rather than read and ignore.,433141e061f07e499ab8229da1a30fe2f7eca1d5,1544e8d266bba4c5437216bd59d52e3164a028e8
DESIGN,// Unused class index // Unused name and type index,2014-09-10,Mark Emlyn David Thomas,Remove unused code (ConstantCP and sub-classes),2014-09-11,Konstantin Kolinko,Add helper method Utility.skipFully() (named after DataInput.readFully()) and use it to skip bytes rather than read and ignore.,1c7f2e2ff28e744b69adfd87f4eb40aeaeae7b6f,1544e8d266bba4c5437216bd59d52e3164a028e8
DESIGN,// Unused name index // Unused signature index,2014-09-10,Mark Emlyn David Thomas,Remove unused code (ConstantNameAndType),2014-09-11,Konstantin Kolinko,Add helper method Utility.skipFully() (named after DataInput.readFully()) and use it to skip bytes rather than read and ignore.,d823b258a1ff71f8b99b9f93f4752d450b47b3c4,1544e8d266bba4c5437216bd59d52e3164a028e8
DESIGN,// Unused access flags // name index // signature index,2014-09-11,Mark Emlyn David Thomas,Remove unused code (FieldOrMethod),2014-09-11,Konstantin Kolinko,Add helper method Utility.skipFully() (named after DataInput.readFully()) and use it to skip bytes rather than read and ignore.,feba47ee19805583cc00718d51066895d6222db2,1544e8d266bba4c5437216bd59d52e3164a028e8
DESIGN,"/**
tomcat,     * Returns the length of the bytes.
tomcat,     * XXX need to clean this up
tomcat,     */",2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2016-01-18,asf-sync-process,Javadoc fixes.,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,8a5550ed1ceec3c0e60d767459e272811ed2571a
DESIGN,"// XXX ENCODING - this only works if encoding is UTF8-compat // ( ok for tomcat, where we compare ascii - header names, etc )!!!",2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",NULL,NULL,NULL,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,NULL
DESIGN,// XXX works only for enc compatible with ASCII/UTF !!!,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",NULL,NULL,NULL,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,NULL
DESIGN,// TODO Better logging,2012-01-10,Mark Emlyn David Thomas,Add a BufferedWriter to the Converter,2012-01-10,Mark Emlyn David Thomas,Improve logging,1f30a6d2841b5701c6bb6fa1ae26cb41cbe9d13e,815f8ef020a26981a2cca292a15c98d66ed97037
DESIGN,// XXX replace it with a byte[] tool,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2008-09-29,Mark Emlyn David Thomas,Remove the deprecated DateTool and some other (all bar one) deprecated methods that depended on it. Update SSI and ServerCookie to use local formats in a thread safe way.,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,1c516bca180cccf5065272728cbccae7084999b0
DESIGN,"//              case 0 : // impossible, as excluded above // 6 bits - ignore entirely // TODO not currently tested; perhaps it is impossible?",2013-03-21,Mark Emlyn David Thomas,Import a package renamed copy of Commons Codec with just those bits required for Base64 encoding/decoding,NULL,NULL,NULL,b86218bb6e5588c18155090ee76395a5b24d573c,NULL
DESIGN,// TODO: should this use the JarFactory abstraction?,2013-08-11,Jeremy Boynes,Refactor TLD scanning and parsing around the notion of a TLD resource path as defined by the JSP specification.,2013-09-26,Mark Emlyn David Thomas,Fix regression caused by a combination of the TLD refactoring and the new resources implementation. TLDs in JARs in packed WARs were not accessible. There were two parts to the fix: - In TldScanner ensure that that the correct URL for the JAR containing the TLD was used - In TldResourcePath ensure that the correct URL to the TLD was constructed from the JAR URL and the path to the resource within the JAR,12729deceb640d3224669028443b12e830627650,f088f9b56e1bbc08273cd7220d5f67c96eda34ee
DESIGN,// TODO SERVLET3 - This needs to be more fine-grained. Whether or not to //                 process annotations on destroy() will depend on where //                 the filter/servlet was loaded from. Joy.,2009-09-19,Mark Emlyn David Thomas,"First part of the Servlet3 web-fragment support. This patch inserts a stage into the web.xml processing. web.xml files are now parsed and loaded into an instance of WebXml and then that WebXml instance is used to configure the context. This will allow the subsequent addition of parsing and merging web-fragment.xml files. The hooks are in place to add this functionality but it has not yet been written. With the patch applied, the Servlet 2.5 TCK and JSP 2.1 TCK pass with the exception of the Servlet version number checks.",2009-12-07,Mark Emlyn David Thomas,Add async-supported impl for Servlets,a5b512b26cec25323c7639a7cc8990c790ea5c38,d8d2b908959cd5da648125f15c9993a84e3ed572
DESIGN,// TODO SERVLET3 - Multipart config,2009-11-17,Mark Emlyn David Thomas,Add support for multipart config in web.xml (partially complete) Review and fix issues in WebXml merge code,2009-11-20,Mark Emlyn David Thomas,Start to hook-up the commons-file upload port to the Servlet3 file upload API  - Make sure the upload config is available when required  - Start to migrate the HTML manager to the upload API,771ffdbe3de52db374ba63c04ebb2e7f19f102b0,0c702821a8137e9aa05eb35ed3bcd3eb504a2872
DESIGN,// Do this last as it depends on servlets // TODO,2010-02-07,Mark Emlyn David Thomas,Servlet 3.0 Remainder of ServletContext plumbing Plenty of scope to clean this up Only lightly tested so far,2010-02-07,Mark Emlyn David Thomas,Restore the JSP mappings,61fe9e33a72348442ae23161f4182594bfad6b66,13e704f4ae0fe4f6933f87f2fdd7e110b47224b9
DESIGN,// NOTE - Some elements need to be skipped based on the version of the //        specification being used. Version is validated and starts at //        2.2. The version tests used in this method take advantage of //        this.,2014-02-19,Mark Emlyn David Thomas,Update tests to check correct handling of all other elements added between 2.3 and 2.4.,NULL,NULL,NULL,d055516f3500fe2a3e3171af8808f613225b6265,NULL
DESIGN,// this is a bit tricky. // we'll need to resize the array. // probably should be synchronized but digester's not thread safe anyway,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2013-02-19,Mark Emlyn David Thomas,UCDetector: Remove unused methods,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,b1f68b6d8794c462a5c5aa33d362a0e0479aba64
DESIGN,// XXX TODO,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2007-09-30,Remy Maucherat,"- Cookie parser update. - Submitted by John Kew, with an update to the initialization   of the boolean array (hopefully easier to read and modify).",a84fabcbc6fee8a69253ad92a304b4718e96a7c9,7c55155a86b927a1734eceffbdd0dd2399650ab3
DESIGN,// XXX // the trims here are a *hack* -- this should // be more properly fixed to be spec compliant,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2009-11-14,Mark Emlyn David Thomas,More cookie refactoring  - new support class for common elements of parsing and writing  - better consistency between parsing and writing  - remove unused code  - reduce visibility of methods where possible  - auto-switch to v1 for any attribute that might require quoting  - better names for constants  - allow v0 cookies to break http spec (disabled by default)  - update test cases and documentation,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,b1cb6df47df10d45961a5914c1c9dccefc2e60c4
DESIGN,// TODO: Review this in light of HTTP/2,2015-05-21,Mark Thomas,Remove some warning stack traces from the logs and add some TODOs to review the relevant code.,NULL,NULL,NULL,a288f863aa3f9e2053501317ee2c8e5941523854,NULL
DESIGN,// Workaround for a&b&c encoding,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2011-10-27,Mark Emlyn David Thomas,Refactor parameter parsing for performance.,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,c1c2e29d55ea41d76ab4bf688dbaafb9b100eadf
DESIGN,// invalid chunk - it's better to ignore // XXX log it ?,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2006-11-20,Mark Emlyn David Thomas,Port fix bug 40860. Additional logging if parameter processing fails.,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,e713e776e90bf920bf70c75981df5c90abd7b185
DESIGN,"// invalid chunk - no name, it's better to ignore // XXX log it ?",2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2009-06-23,Mark Emlyn David Thomas,"Remove some unused code, some of which appears to date from Tomcat 3.",a84fabcbc6fee8a69253ad92a304b4718e96a7c9,5eb7531ac63f9335f19ab684887af17ab15d2bdf
DESIGN,"// TODO: Name validation takes place in Cookie and can not be configured //       per Context. Moving it to here would allow per Context config //       but delay validation until the header is generated. However, //       the spec requires an IllegalArgumentException on Cookie //       generation.",2014-10-01,Mark Emlyn David Thomas,Add Cookie generation to the CookieProcessor interface Re-plumb the current Cookie generation to use the new interface Provide an initial (and very incomplete) RFC6265 cookie generation implementation,2015-03-16,Mark Thomas,s/can not/cannot/,eaf54c60c38cafc800b4bb0e8ee45a74c3e9bfc9,38fde1ad830d177b748a147dd32ea5f6b4ea907b
DESIGN,// TODO: Value also needs validation that varies depending on the spec //       being used. This is currently delayed until the header is //       generated.,2014-10-01,Mark Emlyn David Thomas,Add Cookie generation to the CookieProcessor interface Re-plumb the current Cookie generation to use the new interface Provide an initial (and very incomplete) RFC6265 cookie generation implementation,2014-10-01,Mark Emlyn David Thomas,Add validation of cookie values.,eaf54c60c38cafc800b4bb0e8ee45a74c3e9bfc9,68b87716ba6112d27686078855abfa2e09bed966
DESIGN,// TODO add support for the attributes.,2014-10-01,Mark Emlyn David Thomas,Add Cookie generation to the CookieProcessor interface Re-plumb the current Cookie generation to use the new interface Provide an initial (and very incomplete) RFC6265 cookie generation implementation,2014-10-02,Mark Emlyn David Thomas,Add Max-Age support to the RFC 6265 cookie processor,eaf54c60c38cafc800b4bb0e8ee45a74c3e9bfc9,565ca2d209135fa1904c5a069492ae7fca8a2b1f
DESIGN,"// TODO: Name validation takes place in Cookie and cannot be configured //       per Context. Moving it to here would allow per Context config //       but delay validation until the header is generated. However, //       the spec requires an IllegalArgumentException on Cookie //       generation.",2015-03-16,Mark Thomas,s/can not/cannot/,NULL,NULL,NULL,38fde1ad830d177b748a147dd32ea5f6b4ea907b,NULL
DESIGN,// TODO: Review this in light of HTTP/2,2015-05-21,Mark Thomas,Remove some warning stack traces from the logs and add some TODOs to review the relevant code.,NULL,NULL,NULL,a288f863aa3f9e2053501317ee2c8e5941523854,NULL
DESIGN,"// TODO Re-enable logging when RFC2965 is implemented // log( (version==1) ? ""Set-Cookie2"" : ""Set-Cookie"");",2007-10-20,Mark Emlyn David Thomas,Make unescaping the exact reverse of escaping. Code clean up.,2009-11-14,Mark Emlyn David Thomas,More cookie refactoring  - new support class for common elements of parsing and writing  - better consistency between parsing and writing  - remove unused code  - reduce visibility of methods where possible  - auto-switch to v1 for any attribute that might require quoting  - better names for constants  - allow v0 cookies to break http spec (disabled by default)  - update test cases and documentation,0f69c9b27578e8379aaa43a87f7b0bd3b33e8914,b1cb6df47df10d45961a5914c1c9dccefc2e60c4
DESIGN,// ignored TODO perhaps add to tracker delete failure list somehow?,2015-05-28,Mark Thomas,Update fork of Commons FileUpload from r1596086 to r1682322 to pick thew 1.3.1 release and subsequent fixes.,NULL,NULL,NULL,d9c96f38a73fc734aa19ea156fd9c70619cce591,NULL
DESIGN,// Invalid cookie value. Skip to the next semi-colon // TODO Could be a comma,2014-09-02,Mark Emlyn David Thomas,Initial implementation of RFC2109 parser,2014-09-02,Mark Emlyn David Thomas,Fix the remaining TODO in the new cookie parser,bda4ec49bd031590b6f7a97cea7f4b90f587cd78,7efb5fb0a40bbb21d288e26585820809d3cc9f70
DESIGN,// Workaround for Adobe Read 9 plug-in on IE bug // Can be removed after 26 June 2013 (EOL of Reader 9) // See BZ 53814,2012-11-03,Mark Emlyn David Thomas,Move media-type parsing to the new parser and drop the JJTree based parser.,NULL,NULL,NULL,f3f0d4dd0cb26bc0fdf2f2eb92d93bac26316762,NULL
DESIGN,// workaround for catalina weird mbeans - the declaring class is BaseModelMBean. // but this is the catalina class.,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",NULL,NULL,NULL,550f6379d2e184ba218895d6d8c6760c61805214,NULL
DESIGN,// Return the results of this method invocation // FIXME - should we validate the return type?,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",NULL,NULL,NULL,550f6379d2e184ba218895d6d8c6760c61805214,NULL
DESIGN,// XXX Why do we have to clone ?,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",2006-06-20,Costin Manolache,"Update the modeler with the sandbox version, using dynamic mbeans instead of model mbeans.",550f6379d2e184ba218895d6d8c6760c61805214,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd
DESIGN,// Prepare the signature required by Java reflection APIs // FIXME - should we use the signature from opInfo?,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",2006-06-20,Costin Manolache,"Update the modeler with the sandbox version, using dynamic mbeans instead of model mbeans.",550f6379d2e184ba218895d6d8c6760c61805214,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd
DESIGN,"// Locate the method to be invoked, either in this MBean itself // or in the corresponding managed resource // FIXME - Accessible methods in superinterfaces?",2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",2006-06-20,Costin Manolache,"Update the modeler with the sandbox version, using dynamic mbeans instead of model mbeans.",550f6379d2e184ba218895d6d8c6760c61805214,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd
DESIGN,// We'll send the attribute change notifications to all listeners ( who care ) // The normal filtering can be used. // The problem is that there is no other way to add attribute change listeners // to a model mbean ( AFAIK ). I suppose the spec should be fixed.,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",NULL,NULL,NULL,550f6379d2e184ba218895d6d8c6760c61805214,NULL
DESIGN,// XXX Need a better solution - to avoid the static,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",2006-06-20,Costin Manolache,"Update the modeler with the sandbox version, using dynamic mbeans instead of model mbeans.",550f6379d2e184ba218895d6d8c6760c61805214,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd
DESIGN,"// TODO: do we need caching ? JMX is for management, it's not supposed to require lots of performance. // (Method)getAttMap.get( name );",2006-06-20,Costin Manolache,"Update the modeler with the sandbox version, using dynamic mbeans instead of model mbeans.",2011-09-22,Mark Emlyn David Thomas,Fix a small number of Eclipse warnings.  - Unused code  - Unnecessary null checks,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd,42f34bef9da69c57253db08c7a5ac7fd365188c1
DESIGN,// Prepare the signature required by Java reflection APIs // FIXME - should we use the signature from opInfo?,2006-06-20,Costin Manolache,"Update the modeler with the sandbox version, using dynamic mbeans instead of model mbeans.",NULL,NULL,NULL,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd,NULL
DESIGN,"// Locate the method to be invoked, either in this MBean itself // or in the corresponding managed resource // FIXME - Accessible methods in superinterfaces?",2006-06-20,Costin Manolache,"Update the modeler with the sandbox version, using dynamic mbeans instead of model mbeans.",NULL,NULL,NULL,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd,NULL
DESIGN,"// Note: A trailing ',' does not matter in this case",2013-03-18,Mark Emlyn David Thomas,Enable support for overloaded methods,NULL,NULL,NULL,a0848c359ddfa63598c330bc705797134f79d17c,NULL
DESIGN,// XXX Should I throw a permission ex ? ,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",NULL,NULL,NULL,550f6379d2e184ba218895d6d8c6760c61805214,NULL
DESIGN,// XXX Use group + name,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",NULL,NULL,NULL,550f6379d2e184ba218895d6d8c6760c61805214,NULL
DESIGN,// XXX Group ?? Use Group + Type,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",NULL,NULL,NULL,550f6379d2e184ba218895d6d8c6760c61805214,NULL
DESIGN,// TODO: change this to use group/name,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",2011-12-23,Mark Emlyn David Thomas,Remove unused code. Make fields final where appropriate.,550f6379d2e184ba218895d6d8c6760c61805214,23984d96035db4a8eca2d3935d6ab7e28aff7012
DESIGN,"/** Register a component 
tomcat,     * XXX make it private 
tomcat,     * 
tomcat,     * @param bean
tomcat,     * @param oname
tomcat,     * @param type
tomcat,     * @throws Exception
tomcat,     */",2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",2016-01-19,Remy Maucherat,Javadoc fixes.,550f6379d2e184ba218895d6d8c6760c61805214,6a1c31db88a2957bea71b61ed02e7412518caeb0
DESIGN,// XXX Cleanup ?,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",2009-07-05,Mark Emlyn David Thomas,Remove deprecated methods that are no longer used,550f6379d2e184ba218895d6d8c6760c61805214,9877ef90217ea1a98c7704949d1c98033b850075
DESIGN,// XXX remove from our tables.,2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",2009-07-05,Mark Emlyn David Thomas,Remove deprecated methods that are no longer used,550f6379d2e184ba218895d6d8c6760c61805214,9877ef90217ea1a98c7704949d1c98033b850075
DESIGN,"/**
tomcat,     * XXX Find if the 'className' is the name of the MBean or
tomcat,     *       the real class ( I suppose first )
tomcat,     * XXX Read (optional) descriptions from a .properties, generated
tomcat,     *       from source
tomcat,     * XXX Deal with constructors
tomcat,     *
tomcat,     * @param registry The Bean registry (not used)
tomcat,     * @param domain The bean domain (not used)
tomcat,     * @param realClass The class to analyze
tomcat,     * @param type The bean type
tomcat,     * @return ManagedBean The create MBean
tomcat,     */",2006-03-30,Remy Maucherat,"- Reduce the number of JARs. - Is it me, or are the JARs magically smaller ? There must be something related to JDK 1.5. - bootstrap.jar is really needed. - Import modeler. I think there are some serious possibilities to enhance XML processing,   as everything (or almost everything, as I don't think the modeler does at the moment)   goes through digester. - I suppose the webapps could be added now.",NULL,NULL,NULL,550f6379d2e184ba218895d6d8c6760c61805214,NULL
DESIGN,//TODO fix IPv6,2009-08-24,Filip Hanik,Abstract out most commonly used properties,2010-01-11,Mark Emlyn David Thomas,Using localhost should allow this to work with IPv4 and/or IPv6,a9ddfecf6b580242dd374ce521a9079f2bb88dbc,2cdd17f1da7d863d0b881cf2ec8a037ba0df834d
DESIGN,"// TODO Consider hard-coding to s.setSoLinger(true,0)",2010-01-13,Mark Emlyn David Thomas,Add TODO,2015-04-30,Mark Thomas,Considered. It is not a good idea to do this generally.,fdb297ad4cf0bbbe3e05bf2231104e6fc57574e9,30078fc7ae0e454c8a699a4ac15eedad3a90027f
DESIGN,// TODO: Create multiple SSLContexts based on SSLHostConfig(s),2015-04-14,Mark Thomas,Remove getCiphersUsed from endpoint since it will now vary by SSL host config Create a Map (currently only populated with a single default) for SNI host names to SSLContexts.,2015-04-14,Mark Thomas,Move SSLProtocols config to common property for JSSE and APR/native,bfa5b89d1843dffb9d5ed0223713fed68b515dcb,ec181961e44ddb9eca1c6249c38757b24b8cfd13
DESIGN,// TODO: Temp code until config refactoring is complete. Remove once //       refactoring is complete.,2015-04-14,Mark Thomas,Fix broken test,2015-05-07,Mark Thomas,Move the remaining Host specific ssl settings (sessionCacheSize and sessionTiemout) to SSLHostConfig,7335b5e71529b92d610699854a90ba9b0f9f96c7,5c2c6f359dcc255de2de4e2825deaa35e6e5847e
DESIGN,"// TODO: // Need to select correct certificate based on the ciphers requested by // the client, the ciphers configured for the server and which is // configured to define the preference order",2015-06-19,Mark Thomas,Correct multiple certificate configuration plumbing. APR/native can handle multiple certificates in a single 'SSLContext' JSSE needs one 'SSLContext' per certificate,2015-06-19,Mark Thomas,First pass at an implementation that supports multiple certificate types for all connectors. Smoke test (SNI with 2 hosts with NIO) passes. Further testing required. Configuration via server.xml is still TODO,f832232a48e01479068a7d3a0b8c8ebc4d2f0a9e,1d35952456418c80cdca6e8e117699cc2a88a7e0
DESIGN,// TODO: Add configuration to allow the OpenSSLImplementation to optionally use the JSSE configuration // (it should still default to OpenSSL style since it is the most logical and straightforward),2015-10-06,Remy Maucherat,- Add a (large) TODO for OpenSSL configuration. - Remove unused log field.,2015-12-16,Remy Maucherat,Remove TODO.,37bf53c8e1583f6cf1c203d5a179fd39efa38655,3e04075bc9c4a4b19bb681bad93c20cab42abe03
DESIGN,// Initialize SSL // FIXME: one per VM call ?,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2006-10-19,Filip Hanik,SSLEngine is an attribute of the APR lifecycle listener to initialize the native SSL layer once per VM. All HTTP connectors share an attribute called SSLEnabled with true/false values to turn on SSL at the socket level. The scheme and secure attributes simply override the request.getScheme and request.isSecure values.,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,dbe007a1f0576f9e53666c2df8b07c28bad126c7
DESIGN,// TODO: We can easly do the maintenance here,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2006-05-29,Remy Maucherat,"- I had some problems when shutting down pollers which had active connections in them. I can't   reproduce any problem anymore, unfortunately, but I think it was because there was a poll going   on while the sockets in the poller were being destroyed, which could then lead to these sockets   being destroyed again. So I'm adding code to wait until the poll call is done before doing the   poller stop.",a84fabcbc6fee8a69253ad92a304b4718e96a7c9,487f57db342d80ead1dd84488728514de0fe4f3e
